Timestamp,Odometer,Gear(dashboard),RPM,Fuel_level,Avg_fuel_consumption,Velocity,Acceleration_x,Acceleration_y,Acceleration_z,Coordinate(location)_x,Coordinate(location)_y,Coordinate(location)_z,Rotation_angle_x,Rotation_angle_y,Rotation_angle_z,Steering_wheel_x,Accelerator,Brake,Clutch,Winker(left),Winker(right),
20200518_160126_2761989516,132899.1563,0,1272.90564,278.8235779,0.314572275,112.5800705,0.071912482,-0.068130322,-0.126919791,-28628.41406,7.222066402,-1962.534546,0.592123032,0.003957829,0.000384805,-0.013687342,0.5, 0.00.0,0,0,0, 
20200518_160126_2762039514,132899.1719,0,1273.136597,278.8099365,0.314572304,112.5999069,0.073494337,-0.083684899,-0.138867915,-28627.84961,7.257750511,-1961.659424,0.591641605,0.003728259,0.000401843,-0.013870451,0.5, 0.00.0,0,0,0, 
20200518_160126_2762056180,132899.2031,0,1273.506836,278.7894592,0.314572394,112.6381302,0.071090043,-0.047032129,-0.166540846,-28627.00781,7.308903217,-1960.342773,0.590891838,0.003459604,0.000419336,-0.013931487,0.5, 0.00.0,0,0,0, 
20200518_160126_2762089512,132899.2188,0,1273.630249,278.7826538,0.314572394,112.65168,0.059161246,-0.076443195,-0.176142827,-28626.72852,7.325376987,-1959.902832,0.590643346,0.003406633,0.000419905,-0.013931487,0.5, 0.00.0,0,0,0, 
20200518_160126_2762122844,132899.2344,0,1273.918823,278.7690125,0.314572424,112.6826019,0.060753912,-0.134431124,-0.199535504,-28626.16992,7.357683659,-1959.02124,0.590156138,0.003362919,0.000418235,-0.014084077,0.5, 0.00.0,0,0,0, 
20200518_160126_2762156176,132899.2656,0,1274.302124,278.7553101,0.314572453,112.7171478,0.060987227,-0.132366821,-0.228490204,-28625.61719,7.389597893,-1958.137817,0.589680493,0.003338938,0.000409014,-0.013900969,0.5, 0.00.0,0,0,0, 
20200518_160126_2762189508,132899.2813,0,1274.681519,278.7416077,0.314572513,112.7525787,0.005316643,-0.128884286,-0.254480779,-28625.06445,7.421386242,-1957.252441,0.58920157,0.003323418,0.000391104,-0.013687342,0.5, 0.00.0,0,0,0, 
20200518_160126_2762222840,132899.2969,0,1275.086792,278.7279358,0.314572543,112.7889481,-0.036830012,-0.137121856,-0.273616076,-28624.51367,7.453144073,-1956.365234,0.588726521,0.00330547,0.000375053,-0.013504234,0.5, 0.00.0,0,0,0, 
20200518_160126_2762256172,132899.3125,0,1275.499878,278.7142334,0.314572603,112.8250732,-0.044855908,-0.047390863,-0.289020449,-28623.9668,7.484921455,-1955.476196,0.588266194,0.003277466,0.000353424,-0.012680247,0.5, 0.00.0,0,0,0, 
20200518_160126_2762289504,132899.3438,0,1275.895508,278.7005615,0.314572632,112.8607254,-0.111887299,0.056952316,-0.296894312,-28623.42188,7.516677856,-1954.585449,0.587839961,0.003249235,0.000324282,-0.011673152,0.5, 0.00.0,0,0,0, 
